blue,green,groupId,received,red,sensorId,time1,time2,white
0.0268406195163,0.0382085908293,0,1478459336296,0.0315098802167,0,57,587,0.098970016022
0.0479285877775,0.0727092393378,0,1478459336359,0.0640421149004,1,57,589,0.194827191577
0.0338597695888,0.0488136110475,0,1478459336359,0.0484016174563,2,57,591,0.147615777829
0.01625085832,0.0225528343633,0,1478459336359,0.0191653315023,3,57,593,0.0633401998932
0.0453040360113,0.0691996643015,0,1478459336359,0.0614175631342,4,57,595,0.187502861067
0.0504615854124,0.0747997253376,0,1478459336359,0.0696269169146,5,57,597,0.20683604181
0.0200350957504,0.0304875257496,0,1478459336359,0.0268711375601,6,57,598,0.082871747921
0.0372472724498,0.0547493705653,0,1478459336359,0.046677347982,7,57,600,0.137758449683
0.0463263904784,0.0712138551919,0,1478459336359,0.0655222400244,8,57,603,0.194857709621
0.0311589227131,0.0444037537194,0,1478459336359,0.042832074464,9,57,605,0.128908216983
0.039002059968,0.0476844434272,0,1478459336359,0.0408941786831,10,57,607,0.148683909361
0.0564583810178,0.0858319981689,0,1478459336359,0.0811932555123,11,57,608,0.235370412757
0.0268558785382,0.0382238498512,0,1478459336496,0.0315251392386,0,57,787,0.0989852750439
0.0479591058213,0.0727244983597,0,1478459336558,0.0640573739223,1,57,789,0.19493400473
0.0338597695888,0.0487830930037,0,1478459336558,0.0483710994125,2,57,791,0.147539482719
0.0162355992981,0.0225528343633,0,1478459336558,0.0191500724804,3,57,793,0.0633401998932
0.0452887769894,0.0691844052796,0,1478459336558,0.0614023041123,4,57,795,0.187487602045
0.0504768444343,0.0747844663157,0,1478459336558,0.0696269169146,5,57,797,0.20683604181
0.0200198367285,0.0304875257496,0,1478459336558,0.0268558785382,6,57,799,0.0828412298772
0.0372472724498,0.0547493705653,0,1478459336558,0.0466620889601,7,57,801,0.13772793164
0.0463263904784,0.0712291142138,0,1478459336558,0.0655222400244,8,57,803,0.194888227665
0.0311589227131,0.0444190127413,0,1478459336558,0.0428473334859,9,57,805,0.128938735027
0.039002059968,0.0476844434272,0,1478459336558,0.0408941786831,10,57,807,0.148683909361
0.0564583810178,0.0858319981689,0,1478459336558,0.0811932555123,11,57,809,0.235370412757
0.0268406195163,0.0382238498512,0,1478459336696,0.0315251392386,0,57,987,0.098970016022
0.0479591058213,0.0727092393378,0,1478459336759,0.0640726329442,1,57,989,0.194918745708
0.0338445105669,0.0487983520256,0,1478459336759,0.0483710994125,2,57,991,0.147524223697
0.01625085832,0.0225680933852,0,1478459336759,0.0191653315023,3,57,993,0.063370717937
0.0453040360113,0.0691844052796,0,1478459336759,0.0614023041123,4,57,995,0.187487602045
0.0504768444343,0.0747844663157,0,1478459336759,0.0696269169146,5,57,997,0.20683604181
0.0200350957504,0.0304875257496,0,1478459336759,0.0268711375601,6,57,999,0.082871747921
0.0372472724498,0.0547646295872,0,1478459336759,0.046677347982,7,58,1,0.137758449683
0.0463263904784,0.0712291142138,0,1478459336759,0.0655222400244,8,58,3,0.194888227665
0.0311589227131,0.0444037537194,0,1478459336759,0.0428473334859,9,58,5,0.128908216983
0.039002059968,0.0476691844053,0,1478459336759,0.0408789196612,10,58,7,0.148638132296
0.0564583810178,0.0858319981689,0,1478459336759,0.0811932555123,11,58,9,0.235385671778
0.0268406195163,0.0382238498512,0,1478459336898,0.0315098802167,0,58,188,0.098970016022
0.0479438467994,0.0727092393378,0,1478459336949,0.0640421149004,1,58,190,0.194872968643
0.0338445105669,0.0487983520256,0,1478459336949,0.0483863584344,2,58,192,0.147585259785
0.0162355992981,0.0225680933852,0,1478459336949,0.0191653315023,3,58,193,0.0633554589151
0.0453040360113,0.0691996643015,0,1478459336950,0.0614175631342,4,58,195,0.187502861067
0.0504768444343,0.0748149843595,0,1478459336950,0.0696421759365,5,58,197,0.206866559854
0.0200198367285,0.0304875257496,0,1478459336950,0.0268711375601,6,58,199,0.0828564888991
0.0372472724498,0.0547493705653,0,1478459336950,0.046677347982,7,58,201,0.13772793164
0.0463263904784,0.0712291142138,0,1478459336950,0.0655222400244,8,58,203,0.194857709621
0.0311436636912,0.0444037537194,0,1478459336950,0.042832074464,9,58,206,0.128877698939
0.039002059968,0.0476844434272,0,1478459336951,0.0408941786831,10,58,207,0.148653391318
0.0564583810178,0.0858319981689,0,1478459336951,0.0812085145342,11,58,209,0.2354009308
0.0268406195163,0.0382238498512,0,1478459337098,0.0315251392386,0,58,388,0.0990005340658
0.0479591058213,0.0727244983597,0,1478459337160,0.0640573739223,1,58,390,0.19493400473
0.0338597695888,0.0488136110475,0,1478459337160,0.0483863584344,2,58,392,0.147615777829
0.01625085832,0.0225680933852,0,1478459337160,0.0191653315023,3,58,394,0.063370717937
0.0453040360113,0.0691844052796,0,1478459337160,0.0614175631342,4,58,396,0.187502861067
0.0504768444343,0.0747997253376,0,1478459337160,0.0696421759365,5,58,398,0.206881818875
0.0200198367285,0.0304875257496,0,1478459337160,0.0268558785382,6,58,400,0.0828412298772
0.0372472724498,0.0547493705653,0,1478459337160,0.046677347982,7,58,401,0.13772793164
0.0463416495003,0.0712443732357,0,1478459337160,0.0655527580682,8,58,404,0.194918745708
0.0311589227131,0.0444190127413,0,1478459337160,0.042832074464,9,58,406,0.128908216983
0.039002059968,0.0476844434272,0,1478459337160,0.0408941786831,10,58,408,0.148653391318
0.0564583810178,0.0858319981689,0,1478459337160,0.0812085145342,11,58,410,0.2354009308
0.0268558785382,0.0382391088731,0,1478459337299,0.0315251392386,0,58,588,0.0990157930877
